chunk,rea_id,rea_text,reg_id,reg_article,reg_text,deviation,confidence,needs_more_context,types,compliance_status,reasoning_short,evidence_rea,evidence_reg
chunk1_deontic_stages,REA-01#4,"The right to information does not exist or is subject to limitations if and to the extent that confidential information, such as information that is subject to professional secrecy, would be disclosed.",REG-059,Art14(5(d)),"Paragraphs 1 to 4 shall not apply where and insofar as: (d) where the personal data must remain subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy.",False,medium,False,none,compliant,"Both texts describe a limitation on information rights where professional secrecy/confidential information would be affected; the REA is broader in wording, but no clear quote-supported conflict is established.","The right to information does not exist or is subject to limitations if and to the extent that confidential information, such as information that is subject to professional secrecy, would be disclosed.","Paragraphs 1 to 4 shall not apply where and insofar as: (d) where the personal data must remain subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy."
chunk1_deontic_stages,REA-01#4,"The right to information does not exist or is subject to limitations if and to the extent that confidential information, such as information that is subject to professional secrecy, would be disclosed.",REG-065,Art15(1(d)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (d) where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period;",False,low,True,none,needs manual review,"The REA states an exception to a right to information, while this REG grants access/storage-period information; without clearer contextual linkage, they do not clearly express the same or directly conflicting constraint.","The right to information does not exist or is subject to limitations if and to the extent that confidential information, such as information that is subject to professional secrecy, would be disclosed.","The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (d) where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period;"
chunk2_deontic_stages,REA-02#1,"If your personal data stored by us is inaccurate or incomplete, you have the right to obtain rectification of this data from us at any time.",REG-075,Art17(1),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"REA grants a right to rectification when data is inaccurate or incomplete, while REG grants a right to erasure without undue delay; these are different rights rather than clearly the same or directly conflicting constraint, so no quote-supported deviation can be established.",,
chunk2_deontic_stages,REA-02#1,"If your personal data stored by us is inaccurate or incomplete, you have the right to obtain rectification of this data from us at any time.",REG-077,Art17(1(a)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"REA grants a right to rectification when data is inaccurate or incomplete, while REG grants a right to erasure without undue delay; these are different rights rather than clearly the same or directly conflicting constraint, so no quote-supported deviation can be established.",,
chunk2_deontic_stages,REA-02#1,"If your personal data stored by us is inaccurate or incomplete, you have the right to obtain rectification of this data from us at any time.",REG-079,Art17(1(b)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"REA grants a right to rectification when data is inaccurate or incomplete, while REG grants a right to erasure without undue delay; these are different rights rather than clearly the same or directly conflicting constraint, so no quote-supported deviation can be established.",,
chunk2_deontic_stages,REA-03#1,"You have the right to request that we erase your personal data if and to the extent that the data is no longer needed for the purposes for which it was collected or, if the processing is based on your consent, you have withdrawn your consent.",REG-077,Art17(1(a)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"The REA and REG both concern the data subject's right to erasure, but the REA's omission of 'without undue delay' and use of 'request' instead of 'obtain' do not by themselves establish a direct conflict under the instruction not to treat omission alone as a deviation.",You have the right to request that we erase your personal data,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay
chunk2_deontic_stages,REA-03#1,"You have the right to request that we erase your personal data if and to the extent that the data is no longer needed for the purposes for which it was collected or, if the processing is based on your consent, you have withdrawn your consent.",REG-078,Art17(1(a)),the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies: (a) the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed;.,False,medium,False,none,compliant,Both texts express the same core ground that erasure applies when the data are no longer necessary for the purposes of collection/processing; the wording difference is not clearly meaning-changing on the provided text.,the data is no longer needed for the purposes for which it was collected,the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed
chunk2_deontic_stages,REA-03#1,"You have the right to request that we erase your personal data if and to the extent that the data is no longer needed for the purposes for which it was collected or, if the processing is based on your consent, you have withdrawn your consent.",REG-080,Art17(1(b)),"And the Controller SHALL have the obligation to erase personal data without undue delay where one of the following grounds applies: (b) The Data Subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing;",True,high,False,Data deviation,potential violation,"The REA grants erasure upon withdrawal of consent when processing is based on consent, but the REG conditions this ground further by requiring that there be 'no other legal ground for the processing'; this changes the substantive scope of when the right applies.","if the processing is based on your consent, you have withdrawn your consent","The Data Subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing;"
chunk2_deontic_stages,REA-03#2,"In this case, we must stop processing your personal data and remove it from our IT systems and databases.",REG-078,Art17(1(a)),the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies: (a) the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed;.,False,low,True,none,needs manual review,"The REA states a mandatory duty to stop processing and remove data, whereas the REG states an obligation to erase personal data without undue delay when the data are no longer necessary. The overlap is insufficient to show a clear meaning-changing mismatch from the quoted text alone.",,
chunk2_deontic_stages,REA-03#2,"In this case, we must stop processing your personal data and remove it from our IT systems and databases.",REG-080,Art17(1(b)),"And the Controller SHALL have the obligation to erase personal data without undue delay where one of the following grounds applies: (b) The Data Subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing;",False,low,True,none,needs manual review,"The REA mandates stopping processing and removing data, but the REG mandates erasure without undue delay in the specific case of withdrawal of consent and no other legal ground. The texts do not clearly state the same or directly conflicting constraint, so no quote-supported deviation can be established.",,
chunk2_deontic_stages,REA-03#2,"In this case, we must stop processing your personal data and remove it from our IT systems and databases.",REG-084,Art17(1(d)),And the Controller SHALL have the obligation to erase personal data without undue delay where one of the following grounds applies: (d) The Personal Data have been unlawfully processed;,False,low,True,none,needs manual review,"The REA requires stopping processing and removing data, while the REG requires erasing personal data without undue delay under a specific ground. The texts are related but do not clearly express the same or directly conflicting constraint, and the REA does not state the REG ground or timing.",,
chunk2_deontic_stages,REA-04#1,A right to erasure does not exist insofar as the data may not be deleted due to a legal obligation or you must process the data due to a legal obligation,REG-004,Art6(1(c)),Processing shall be lawful only if and to the extent that at least one of the following applies: (c) processing is necessary for compliance with a legal obligation to which the controller is subject;,False,medium,False,none,compliant,"Both texts align in recognizing processing due to a legal obligation, but they do not clearly impose conflicting constraints because the REG addresses lawfulness of processing and the REA addresses when a right to erasure does not exist.",you must process the data due to a legal obligation,processing is necessary for compliance with a legal obligation to which the controller is subject
chunk2_deontic_stages,REA-04#1,A right to erasure does not exist insofar as the data may not be deleted due to a legal obligation or you must process the data due to a legal obligation,REG-086,Art17(1(e)),the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies: (e) the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject;.,True,high,False,Negation deviation,potential violation,"The REA says the right to erasure does not exist where a legal obligation prevents deletion or requires processing, while the REG says erasure is required where a legal obligation requires the data to be erased; this is a direct opposite treatment of legal obligation in relation to erasure.",A right to erasure does not exist insofar as the data may not be deleted due to a legal obligation or you must process the data due to a legal obligation,the controller shall have the obligation to erase personal data without undue delay | the personal data have to be erased for compliance with a legal obligation
chunk2_deontic_stages,REA-04#1,A right to erasure does not exist insofar as the data may not be deleted due to a legal obligation or you must process the data due to a legal obligation,REG-108,Art20(3),That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.,False,low,True,none,needs manual review,"The REA concerns legal-obligation-based limits on erasure, while the REG concerns a different exception tied to public interest or official authority; no clear same-constraint mismatch is stated.",A right to erasure does not exist insofar as the data may not be deleted due to a legal obligation or you must process the data due to a legal obligation,That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.
chunk2_deontic_stages,REA-04#2,"the data processing is necessary for the assertion, exercise or defence of legal claims.",REG-095,Art17(3(e)),"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary: (e) for the establishment, exercise or defence of legal claims.",False,medium,False,none,compliant,Both texts express the same core condition that processing is necessary for legal claims; the wording difference between 'assertion' and 'establishment' is not clearly meaning-changing from the provided text alone.,"the data processing is necessary for the assertion, exercise or defence of legal claims.","processing is necessary: (e) for the establishment, exercise or defence of legal claims."
chunk2_deontic_stages,REA-04#2,"the data processing is necessary for the assertion, exercise or defence of legal claims.",REG-099,Art18(1(c)),"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (c) the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims;",False,low,True,none,needs manual review,"The REG concerns the data subject's right to restriction when data are required for legal claims, while the REA states only that processing is necessary for legal claims; these are related but not clearly the same or directly conflicting constraint.","the data processing is necessary for the assertion, exercise or defence of legal claims.","they are required by the data subject for the establishment, exercise or defence of legal claims"
chunk2_deontic_stages,REA-04#2,"the data processing is necessary for the assertion, exercise or defence of legal claims.",REG-101,Art18(2),"The Data Subject SHALL process personal data with the exception of storage, only when consent is given or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the Union or of a Member State.",False,low,True,none,needs manual review,"The overlapping quoted span refers to processing for legal claims, but the full REG clause concerns a different actor and broader permission structure, so no direct quote-supported conflicting constraint is established.","the data processing is necessary for the assertion, exercise or defence of legal claims.","for the establishment, exercise or defence of legal claims"
chunk3_deontic_stages,REA-03#1,You have the right to request that we restrict the processing of your personal data.,REG-096,Art18(1),The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:,False,low,True,none,needs manual review,"The REA states a right to request restriction of processing, which is broadly aligned with the REG right to obtain restriction from the controller, but the REG adds a condition ('where one of the following applies') that is omitted in the REA; omission alone is not enough to establish a meaning-changing mismatch.",You have the right to request that we restrict the processing of your personal data.,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:
chunk3_deontic_stages,REA-03#1,You have the right to request that we restrict the processing of your personal data.,REG-097,Art18(1(a)),"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (a) the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;",False,low,True,none,needs manual review,"The REA generally states a right to request restriction of processing, and the REG specifies a particular triggering condition and period for one case; there is no direct conflict in the quoted text, only missing detail.",You have the right to request that we restrict the processing of your personal data.,"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (a) the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;"
chunk3_deontic_stages,REA-03#1,You have the right to request that we restrict the processing of your personal data.,REG-098,Art18(1(b)),The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (b) the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;,False,low,True,none,needs manual review,"The REA gives a general right to request restriction, while the REG specifies one particular condition under which that right applies; the REA does not directly contradict this condition, and omission alone is not a deviation.",You have the right to request that we restrict the processing of your personal data.,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (b) the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;
chunk3_deontic_stages,REA-03#2,"You have the right to receive from us the data you have provided in a structured, common and machine-readable format, as well as the right to have this data transferred to another controller.",REG-103,Art20(1),"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where:",True,medium,False,Execution style deviation,potential violation,"The REA frames portability as having the data transferred, while the REG gives the data subject the right to transmit the data and specifies this must be 'without hindrance' from the original controller; this changes how the transfer right is expressed.",the right to have this data transferred to another controller,have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided
chunk3_deontic_stages,REA-03#2,"You have the right to receive from us the data you have provided in a structured, common and machine-readable format, as well as the right to have this data transferred to another controller.",REG-104,Art20(1(a)),"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (a) the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1); and",False,low,True,none,needs manual review,"REG-104 adds the condition '(a) the processing is based on consent ... or on a contract,' which is omitted in the REA, but omission alone is not a deviation.",,
chunk3_deontic_stages,REA-03#2,"You have the right to receive from us the data you have provided in a structured, common and machine-readable format, as well as the right to have this data transferred to another controller.",REG-105,Art20(1(b)),"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (b) the processing is carried out by automated means.",False,low,True,none,needs manual review,"REG-105 adds the condition '(b) the processing is carried out by automated means,' which is omitted in the REA, but omission alone is not a deviation.",,
chunk3_deontic_stages,REA-03#3,This right only exists if you have provided us with the data on the basis of consent or on the basis of a contract concluded with you and the processing is carried out by automated means.,REG-069,Art15(1(h)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (h) the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.",False,low,True,none,needs manual review,"The REA concerns conditions for a right tied to consent/contract and automated means, while the REG concerns access to information about automated decision-making; they do not clearly express the same constraint, so no deviation can be established.",This right only exists if you have provided us with the data on the basis of consent or on the basis of a contract concluded with you and the processing is carried out by automated means.,"the existence of automated decision-making, including profiling"
chunk3_deontic_stages,REA-03#3,This right only exists if you have provided us with the data on the basis of consent or on the basis of a contract concluded with you and the processing is carried out by automated means.,REG-104,Art20(1(a)),"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (a) the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1); and",False,medium,False,none,compliant,Both texts condition the right on processing based on consent or contract; any difference in legal detail is not a clear meaning-changing conflict on the quoted text alone.,if you have provided us with the data on the basis of consent or on the basis of a contract concluded with you,where: (a) the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1);
chunk3_deontic_stages,REA-03#3,This right only exists if you have provided us with the data on the basis of consent or on the basis of a contract concluded with you and the processing is carried out by automated means.,REG-105,Art20(1(b)),"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where: (b) the processing is carried out by automated means.",False,high,False,none,compliant,"The REA repeats the same automated-processing condition as the REG clause, with no quote-supported mismatch.",the processing is carried out by automated means,where: (b) the processing is carried out by automated means.
chunk3_deontic_stages,REA-04#1,"If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.",REG-022,Art13(1(d)),"The Controller SHALL provide the data subject with all of the following information: (d) where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by The Controller or by a third party,",False,high,False,none,compliant,"The REA concerns a data subject's right to object, whereas the REG concerns the controller's duty to provide information about legitimate interests; they do not express the same or directly conflicting constraint.","If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.","The Controller SHALL provide the data subject with all of the following information: (d) where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by The Controller or by a third party,"
chunk3_deontic_stages,REA-04#1,"If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.",REG-110,Art21(1),"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions.",False,low,True,none,needs manual review,"The REA overlaps with the Art. 6(1)(f) branch of the REG and matches the core right to object at any time, but it omits the REG's additional condition ('on grounds relating to his or her particular situation') and the broader (e) branch; omission alone is not enough to establish a quote-supported deviation.","If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.","The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions."
chunk3_deontic_stages,REA-04#1,"If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.",REG-112,Art21(2),"Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.",False,low,True,none,needs manual review,"The REA addresses objection rights for processing based on Art. 6(1)(f), while the REG addresses direct marketing processing; these are not clearly the same constraint, so no quote-supported mismatch is established.","If the processing of your data is based on Art 6 para 1 lit f) GDPR, you may object to the processing at any time.","Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing."
chunk4_deontic_stages,REA-04#1,You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,REG-067,Art15(1(f)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (f) the right to lodge a complaint with a supervisory authority;",False,low,True,none,needs manual review,"The REA generally states that rights may be asserted against PwC Legal via contact details, while the REG specifies a particular right involving a supervisory authority. The texts do not clearly express the same operational constraint or a direct conflict, so no quote-supported deviation can be established.",You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,the right to lodge a complaint with a supervisory authority;
chunk4_deontic_stages,REA-04#1,You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,REG-085,Art17(1(e)),The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay,False,low,True,none,needs manual review,"The REA broadly says rights may be asserted through contact details, and the REG grants a specific right to erasure without undue delay. The REA does not clearly contradict or alter that specific right; omission of the timing and details alone is not a deviation.",You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay
chunk4_deontic_stages,REA-04#1,You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,REG-097,Art18(1(a)),"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (a) the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;",False,low,True,none,needs manual review,"The REA provides a general method for asserting rights, while the REG sets out a specific right to restriction under a stated condition. There is no clear quoted mismatch on actor, modality, condition, or method that would support a deviation finding.",You may assert all of the data subject rights described above against PwC Legal by addressing your specific request to the following contact details.,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies: (a) the accuracy of the personal data is contested by the data subject
chunk4_deontic_stages,REA-04#2,"In accordance with Art 77 GDPR, you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law.",REG-029,Art13(2(d)),"The Controller SHALL provide the data subject with the following further information necessary to ensure fair and transparent processing: (d) the right to lodge a complaint with a supervisory authority, at the time when personal data are obtained.",False,low,True,none,needs manual review,"Both texts refer to the right to lodge a complaint with a supervisory authority, but the REG imposes a controller information duty and timing requirement, while the REA states the data subject's right itself; omission of the controller-duty/timing language alone is not a deviation.",you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law,the right to lodge a complaint with a supervisory authority | at the time when personal data are obtained
chunk4_deontic_stages,REA-04#2,"In accordance with Art 77 GDPR, you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law.",REG-046,Art14(2(e)),"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: (e) the right to lodge a complaint with a supervisory authority;",False,low,True,none,needs manual review,"The shared quoted content is the existence of the right to lodge a complaint; the REG is framed as the controller's duty to provide information, and the REA is framed as the user's right, so no clear meaning-changing conflict is shown by the quoted text.",you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law,the right to lodge a complaint with a supervisory authority
chunk4_deontic_stages,REA-04#2,"In accordance with Art 77 GDPR, you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law.",REG-067,Art15(1(f)),"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the following information: (f) the right to lodge a complaint with a supervisory authority;",False,low,True,none,needs manual review,"The REA and REG both mention the right to lodge a complaint with a supervisory authority, but REG-067 embeds that item within an access right and information-obtaining context; the texts do not clearly conflict, and omission of that broader context alone is not enough for deviation.",you have the right to lodge a complaint with a data protection supervisory authority if you believe that the processing of your personal data infringes data protection law,the right to lodge a complaint with a supervisory authority
chunk4_deontic_stages,REA-04#3,"You are required to transfer data in order to fulfil the processing purposes listed below, and this may include transferring data to third parties.",REG-003,Art6(1(b)),Processing shall be lawful only if and to the extent that at least one of the following applies: (b) processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;,False,low,True,none,needs manual review,"The REA states that data transfer is required to fulfil processing purposes and may include transfers to third parties, while the REG states a lawfulness condition for processing necessary for contract performance. The texts do not directly conflict on the same constraint.",,
chunk4_deontic_stages,REA-04#3,"You are required to transfer data in order to fulfil the processing purposes listed below, and this may include transferring data to third parties.",REG-064,Art15(1(c)),"The Data Subject WILL be disclosed, in particular recipients in third countries or international organisations;",False,low,True,none,needs manual review,"The REA mentions that transfer may include transfer to third parties, while the REG text appears to concern disclosure of recipients to the data subject. These are not clearly the same obligation, so no quote-supported mismatch can be concluded.",,
